order_id,drone_id,drone_type,distance_km,payload_kg,drone_speedweather_condition,Unnamed: 6,battery_efficiency,ETA_actual
35,352,2,-1.5230179387422766,1.427802098860913,-1.3942670824626446,0,-1.036548121289359,10.1
36,847,0,1.6104579623351891,0.1081024552948897,0.8830986288014149,3,0.9975223506076148,51.37
37,956,1,1.3173241050408666,-1.1904255362353149,1.4602551143454583,3,1.4350840218877772,40.03
38,660,1,1.4680588136495587,0.6726798429167178,-0.208693880462443,1,-0.4396833932156229,70.49
39,574,3,1.6993706015145102,1.011426275489815,-0.8176894900836401,0,0.8855232582767624,93.57
40,158,1,-1.123605692428922,-0.6399625833040326,-0.2075360941323645,3,1.3926495831785723,16.17
41,610,1,-0.3595126994816347,1.230200013193273,0.7968435472105794,2,1.215955362979588,25.49
42,781,1,0.8852642490288551,1.3995732294798215,-1.684871451312303,0,-1.0915041976504605,127.89
43,575,2,0.6713182110036148,-0.7740497128642166,0.331413442519094,3,1.5985609578986495,44.33
44,799,1,-1.192374061794178,1.66774748860019,0.414195165119694,0,-0.4174227040566962,11.83
45,882,1,1.0832337972015615,-1.2468832749974976,0.4987135672154115,2,-0.5475086063291774,47.16
46,289,3,-0.9499481940318112,-1.0351667546393122,-0.8755788065875562,3,-1.5102834124527789,25.78
47,786,1,-0.9520320840125766,-1.098681710746768,0.7638466368033475,1,-0.0362084022100674,16.39
48,662,1,0.1246444060495099,1.3572299254081848,-1.3988982277829578,1,-1.34819776951434,72.08
49,975,0,0.3170569142735088,0.5315354960112609,-1.0237754568375814,0,-0.8626364872352402,64.37
50,666,3,0.2726005946838484,-1.2045399709258606,1.3317408317067645,2,-0.6247253718492061,31.0
51,343,3,-1.4070147298130065,-0.2094723252423886,0.8495228252291428,3,1.0858694607071069,9.6
52,931,3,1.2950959452460364,0.3903911491058037,-1.668662442691207,2,1.317519757267193,141.88
53,604,3,-0.8082436753397688,-1.444485360665137,-0.8535808663160683,3,-0.675507568993008,28.83
54,230,3,-1.2764242910183794,1.314886621336547,-0.9716750719840572,0,1.2590854482250098,14.98
55,584,3,1.3339952248869893,1.0467123622161791,-0.7754302890357815,3,1.254215922471494,82.33
56,918,2,1.5639177527647636,0.0163586298063427,-0.8564753321412639,2,0.9321315762032664,96.0
57,746,1,1.2429986957269032,1.611289749838007,-1.4990467453347327,2,-1.2174162207056427,125.31
58,120,3,1.0617002674003195,-0.28710171604039,-0.1218599057065688,0,0.6740467112669534,60.69
59,940,1,0.5310029522987492,1.66774748860019,0.8286826712877334,2,1.5596047518705267,34.57
60,266,1,0.1725738756071125,0.573878800082898,0.3910394385181276,3,0.6469164963545109,37.04
61,373,2,-1.4222965896719524,0.4609633225585323,0.6208600250386744,0,-0.5739431747054031,7.5
62,487,3,-0.3171402698727397,-1.1621966668542234,-1.4342107108503466,3,0.0138781483975187,57.25
63,700,0,-0.4400897787378941,1.314886621336547,1.588769396984152,2,0.5189175336906802,19.12
64,415,2,-0.8283879451538337,-0.2588728466592985,1.1962798310876006,0,0.0486604752083424,13.12
65,113,0,0.7657878901316431,-1.1763111015447691,1.0805011980797683,3,-1.3099372100224338,39.22
66,341,1,-0.0163654826489438,-1.6914879677496872,1.1424427667389585,2,-0.642116535254618,26.98
67,876,1,-1.4431354894796058,0.1998462807834367,1.523354469334726,2,1.06360877154818,4.89
68,445,2,-0.9645354238971684,0.0869308032590713,0.1745333947934813,1,1.2688244997320397,15.37
69,664,2,0.6275565214075427,0.7503092337147194,-1.0203020978473465,2,-1.2494159613716007,72.38
70,997,0,-1.4598066093257285,1.3431154907176388,0.4263519215855164,3,1.5853436737105366,5.28
71,439,3,1.204794046079539,-1.4585997953556833,0.8639951543551218,0,-0.5836822262124338,46.95
72,191,0,-0.0191440026232975,0.7926525377863565,0.8472072525689865,1,0.5766561961966474,30.14
73,466,2,-0.0691573621616656,-1.0845672760562222,0.0952250311831164,2,0.8876101978854118,31.66
74,554,0,0.3149730242927434,1.2372572305385456,-1.4782065913933229,2,1.0969998052865704,82.7
75,527,2,1.1137975169194527,1.0961128836330891,-0.4269366036822065,2,1.562387338015393,68.03
76,608,0,-0.5255292679492726,0.1363313246759812,1.482253054616946,3,-0.6386383025735348,19.8
77,875,2,0.6094961415742434,0.7220803643336279,0.3140466475679193,1,1.2590854482250098,42.87
78,134,2,0.2232818651390689,-0.6470198006493054,0.1536932408520716,3,-1.2695897109218783,38.08
79,305,2,-0.8033812653846497,-0.1036140650632956,-0.7823770070162513,1,0.7248289084107564,28.3
80,180,3,1.2992637252075672,1.1102273183236346,-0.4361988943228332,0,0.8535235176108039,71.01
81,661,0,1.020022467785013,-0.1459573691349328,1.3936824003659545,3,0.6302209794853157,36.28
82,971,0,0.5421170321961645,-0.4988182363985753,0.5988620847671866,3,-0.8494192030471274,40.45
83,487,0,1.2027101560987736,-0.0259846742652943,1.018559629420578,0,1.309171998832596,45.37
84,101,2,1.2603644455666143,1.1313989703594534,-0.1380689143276654,1,-1.140199455185614,64.17
85,489,0,0.7136906406125098,-0.5764476271965768,0.4726633747886495,2,-1.5408918600463035,44.72
86,665,0,1.1561699465283477,-1.133967797473132,-0.8535808663160683,0,0.7679589936561781,83.47
87,205,2,0.676180620958734,0.7291375816789006,0.73432308538635,2,-0.0737733151657575,38.49
88,871,1,0.6171370715037162,1.1243417530141806,-0.2306918207339313,2,1.2256944144866189,51.65
89,921,2,0.405274923459241,-1.3880276219029548,-0.1791703290454459,0,-0.3937707218253358,45.2
90,576,0,0.866509239201967,-0.901079625079128,0.539236088768153,1,-1.1422863947942636,43.34
91,802,2,-1.1763975719416435,-1.2398260576522249,1.5360901189655884,2,1.1818686827049802,10.69
92,501,1,1.30690465513704,-0.5341043231249397,-1.4938367068493803,0,0.1822246101619058,127.62
93,829,2,1.2763409354191482,-0.1741862385160242,1.1482316983893504,3,-1.0692435084915333,46.71
94,655,0,-1.6209607678382472,0.8561674938938121,-0.7007530707457298,3,0.7783936916994247,6.6
95,261,1,1.1179652968809837,0.5174210613207152,-0.1739602905600933,3,0.0507474148169919,60.07
96,301,3,-1.2785081809991448,0.4115628011416224,-1.640296677604288,0,0.3749187006938692,22.05
97,369,0,-0.5692909575453444,-0.5129326710891211,-0.6706506261636933,3,-0.1245555123095595,34.0
98,962,1,0.8345562594968985,1.17374227443109,0.0298101035336911,2,1.1554341143287543,52.47
99,915,1,-1.1687566420121709,-0.1036140650632956,-1.5210446856062207,3,1.1582167004736208,27.22
100,370,3,1.0908747271310344,1.6536330539096444,-0.0101335248540108,3,0.7401331322075188,59.15
101,555,2,1.139498826682225,0.4609633225585323,1.504250994888434,2,-1.3607194071662363,40.27
102,561,2,0.0232284269855974,-1.2962837964144076,-1.3502712019196683,3,1.190216441139578,69.07
103,826,0,-1.699453957113741,0.6021076694639895,0.9392512658102132,2,0.6065689972539554,1.11
104,351,3,-0.7346128960193938,-0.6117337139229411,-0.2932122825581605,3,0.697003046962097,25.74
105,801,2,0.3997178835105334,0.6373937561903537,0.5594973495445237,2,-0.4647266685194159,39.14
106,395,3,1.6521357619504962,-1.4938858820820475,-0.8124794515982878,3,1.330737041455306,93.3
107,824,2,0.4504258730424897,-1.1269105801278592,-1.162130923281941,2,0.7957848551048365,74.83
108,819,1,-0.8283879451538337,1.2231427958480003,-1.158657564291706,0,-1.3356761318624433,31.63
109,848,2,0.4580668029719625,-0.950480146496038,-1.471259873412853,2,-0.3089018444069258,92.5
110,437,3,0.1350638559533367,1.1596278397405448,-1.071244696370793,3,1.355780316759099,58.46
111,978,1,0.9595896583428184,-0.7669924955189438,0.5907575804566383,3,-1.563152549205231,46.45
112,152,1,-1.3535282203066965,0.4891921919396237,1.3462131608327437,1,1.6166477678402773,6.14
113,891,1,0.8949890689390934,0.665622625571445,1.111761428991883,2,0.6350905052388306,40.52
114,316,3,0.1392316359148672,0.0375302818421611,0.6636981192515725,0,0.468830983083093,30.65
115,863,0,1.5896190625275364,-0.6752486700303967,-1.3323255138034544,2,-0.7861153682514279,121.77
116,287,0,-0.5463681677569258,-0.999880667912948,-0.7117520408814737,2,-0.8619408406990239,33.57
117,479,0,0.4532043930168434,-1.6209157942969588,-0.6399692884166177,0,1.5491700538272792,59.53
118,592,3,1.4833406735085044,-0.6823058873756696,-0.8477919346656766,2,-0.6901161462535546,89.9
119,140,1,-1.3695047101592306,0.5244782786659878,0.0726481977465891,0,0.9703921356951722,8.02
120,256,0,1.5007064233482157,1.5124887070041872,0.1438520570464061,0,-0.3596840415507288,63.76
121,114,3,0.6435330112600767,1.2796005346101833,-0.4767214158755747,2,-1.2431551425456522,58.13
122,912,0,-1.4882864390628543,0.9126252326559948,-0.4871414928462795,2,-1.6897602187966294,10.8
123,164,2,-0.6866834264617913,0.9902546234539962,1.1615462411852506,3,0.1655290932927098,15.46
124,956,0,0.712996010618921,0.5668215827376251,1.025506347401048,3,1.6667343184478645,38.41
125,938,0,-1.49037032904362,-0.8305074516263995,-0.6469160063970879,1,-0.443161625896706,7.8
126,620,1,0.2802415246133213,1.4066304468250943,1.4579395416853012,1,-0.4849004180696942,26.91
127,443,3,-0.5324755678851569,0.5879932347734438,1.593400542304465,2,-0.5308130894599813,18.64
128,228,1,0.4136104833823022,0.2069034981287097,-0.5815010787476625,0,0.0834428020191662,55.56
129,747,1,-1.5646957383575832,-1.3527415351765903,-0.4848259201861226,1,-0.1948158124674238,8.23
130,571,1,1.2749516754319716,-0.1883006732065699,0.0402301805043964,2,1.3335196276001722,59.34
131,162,1,1.625739822194135,-0.1389001517896601,1.5528780207517237,1,0.0312693118029306,44.69
132,238,1,1.6097633323416012,1.2584288825743644,1.32768857955149,0,0.0389214237013117,46.54
133,598,0,0.8560897892981404,0.1575029767117996,-1.360112385725334,2,-1.245937728690518,100.8
134,692,1,-1.274340401037614,-0.421188845600574,-0.3522593853921547,0,1.6910819472154406,12.08
135,491,1,0.8852642490288551,1.6465758365643712,0.2057936257055964,2,-0.8577669614817249,49.13
136,774,3,-1.6369372576907812,-1.3527415351765903,0.0315467830288086,1,-1.4720228529608723,4.06
137,518,2,-1.6452728176138425,-0.2729872813498442,-1.042878931283874,3,0.5794387823415128,6.2
138,388,0,-0.6088848671798858,-1.5856297075705943,1.2669047972223784,1,0.3436146065641276,16.66
139,478,0,-0.0413721624181277,0.8279386245127206,0.6353323541646535,1,-0.2831629225669159,31.73
140,872,0,0.92763667863775,1.4419165335514583,1.1939642584274437,3,-0.2588152937993397,37.99
141,589,1,0.6275565214075427,-0.7669924955189438,1.2669047972223784,3,1.0030875228973466,36.47
142,330,1,-0.1886337210588777,1.2372572305385456,0.8830986288014149,2,-1.0462871727963898,23.7
143,140,1,-0.7811531055898197,-0.7246491914473067,-0.1907481923462289,2,1.1255213132714466,23.48
144,127,3,1.707011531443983,1.413687664170367,0.4043539813140285,0,0.5293522317339266,63.23
145,234,2,-0.2560128304369566,0.8702819285843577,-1.159236457456745,0,-0.2699456383788031,49.46
146,300,1,-0.1698787112319897,1.0467123622161791,0.6237544908638705,1,-0.1342945638165902,30.04
147,939,2,-1.1590318221019325,-1.6703163157138687,-1.0932426366422807,3,-0.8348106257865814,20.9
148,879,3,1.0109922778683635,1.5971753151474617,0.6943794569986481,0,0.8890014909578445,47.82
149,132,0,0.663677281074142,0.7785381030958107,-0.9184169008004542,1,0.0563125871067236,72.14
150,147,1,-0.9624515339164031,-0.6823058873756696,-1.3080120008718097,3,-0.6115080876610922,29.68
151,602,2,-1.438273079524487,1.1313989703594534,-1.1418696625055702,2,0.3457015461727771,11.15
152,506,2,0.6178317014973045,-0.7599352781736709,-1.709184964243948,1,1.736298972069512,114.77
153,673,1,0.5289190623179837,1.2866577519554558,0.7800556454244437,2,-0.2135982689452684,35.21
154,827,0,-0.781847735583408,-1.3456843178313176,0.827524884957655,0,1.4747358744521168,15.35
155,904,0,1.5479412629122296,0.7009087122978092,0.0726481977465891,0,-0.5273348567788991,62.83
156,198,0,-1.202098881704416,0.1363313246759812,-1.1557630984665104,3,-1.5367179808290046,20.04
157,783,3,-0.2351739306293035,-1.4021420565935006,-1.4261062065397982,1,-1.0170700182752976,62.35
158,971,2,1.5229345831430456,-0.8940224077338551,-1.6495589682449143,2,-0.2713369314512358,149.52
159,825,2,-0.2782409902317868,-1.6914879677496872,-1.140711876175492,3,-0.9635052349866292,48.04
160,646,2,0.4740432928244968,-0.1106712824085686,1.3780522849098973,0,-1.7266294852161026,32.36
161,838,3,-0.3546502895265156,-0.6893631047209424,-0.8773154860826737,0,1.4552577714380557,39.99
162,712,2,-0.7790692156090542,0.3339334103436209,-0.485404813351162,1,1.2076076045449902,23.22
163,561,3,1.6618605818607344,-0.703477539411488,-1.3502712019196683,2,0.8542191641470207,125.48
164,742,0,-0.3143617498983858,-0.6964203220662152,-0.9438882000621772,1,-1.143677687866696,46.13
165,868,1,1.3527502347138771,0.8349958418579936,0.0871205268725681,2,-1.3085459169500009,62.45
166,104,2,-0.9311931842049233,-1.564458055534776,0.3950916906734018,2,-1.4921966025111502,15.8
167,317,2,-0.988847473672764,1.3854587947892756,-0.8640009432867732,1,0.7909153293513217,24.5
168,602,0,-1.614709097895951,1.2160855785027276,-1.5158346471208684,3,1.503257382436992,8.48
169,866,1,0.5191942424077455,0.573878800082898,-0.3580483170425464,1,-0.2295981392782476,53.64
170,497,3,-0.4546770086032515,0.3198189756530751,-0.902786785344397,1,-1.3127197961672996,40.1
171,970,1,1.250639625656376,1.3501727080629116,-0.953729383867843,0,0.0549212940342909,90.15
172,894,0,-0.0948586719244378,-1.091624493401495,1.61771405523611,0,-0.5141175725907863,21.88
173,492,0,1.6076794423608356,-1.4585997953556833,0.4246152420903988,1,-0.4236835228826446,56.86
174,306,1,-1.0840117827943807,-0.9081368424244008,0.2179503821714184,1,0.4340486562722692,14.36
175,114,3,1.2652268555217334,1.011426275489815,-0.2717932354517113,0,0.772828519409693,68.97
176,957,3,0.9484755784454032,-1.613858576951686,-0.2260606754136176,2,-1.342632597224608,59.6
177,653,2,0.9290259386249268,0.284532888926711,0.1623766383276593,1,-1.6035000483057864,53.3
178,991,3,1.1832605162782972,1.7100907926718274,0.7030628544742354,3,1.731429446315996,50.62
179,560,1,0.8949890689390934,1.2231427958480003,0.7227452220855671,3,-0.9175925635963418,41.78
180,790,0,0.4316708632156018,0.0728163685685256,-1.1198717222340822,3,-1.5401962135100873,72.77
181,674,2,-1.2701726210760833,-1.515057534117866,0.0211267060581037,1,-1.067156568882884,12.7
182,963,2,-1.609846687940832,1.138456187704726,-0.2851077782476123,2,-1.5916740571901062,8.05
183,842,0,1.4444413938675515,0.3339334103436209,1.3074273187751198,2,-0.3645535673042437,47.46
184,340,3,0.3983286235233565,-1.3386271004860446,0.4772945201089627,0,1.06360877154818,39.16
185,663,0,1.0172439478106592,-1.409199273938773,0.1334319800757012,1,-0.540552140967012,52.46
186,195,3,-0.0656842121937233,1.413687664170367,-1.3155376120173186,2,-0.1822941748155278,64.27
187,833,0,-1.318102090633686,0.5809360174281708,0.3875660795278929,1,0.6225688675869346,8.0
188,584,1,-1.2910115208837367,1.1313989703594534,-1.309169787201888,0,0.0423996563823939,20.43
189,506,3,0.6358920813306039,1.3078294039912746,-0.5450308093501957,0,1.2688244997320397,61.62
190,330,1,-0.2421202305651877,0.2421895848550739,-1.220020239785857,0,1.2848243700650188,52.78
191,848,2,-1.0319145332752475,0.0587019338779799,0.6874327390181783,3,-1.6925428049414952,14.46
192,754,0,-0.0316473425078897,-0.2447584119687528,-0.9994619439059368,1,0.9787398941297702,53.27
193,270,2,-1.5007897789474465,-0.6399625833040326,-0.3551538512173508,0,-0.1245555123095595,7.83
194,640,2,0.2795468946197327,-0.2306439772782071,1.3948401866960325,1,1.7119513433019349,28.05
195,135,2,-0.7964349654487652,0.9408541020370864,-1.0064086618864068,3,-0.0466431002533149,32.37
196,624,2,1.020717097778601,0.3480478450341666,0.0477557916499052,3,1.7049948779397703,57.49
197,259,0,-0.654730446756723,1.3501727080629116,-0.2596364789858893,0,0.8973492493924425,28.12
198,938,2,-0.1566807413538092,-0.2024151078971156,-1.6530323272351497,0,-0.8626364872352402,73.67
199,798,0,-1.6813935772804418,0.3621622797247123,1.03766310386687,2,0.1453553437424325,5.44
200,342,0,-1.4723099492103202,0.4468488878679866,-1.4764699118982054,1,1.7237773344176148,14.98
201,185,1,-0.3720160393662267,0.3127617583078024,-0.0686017345229659,0,1.2556072155439266,28.68
202,895,3,-0.0712412521424307,0.6938514949525365,0.2312649249673193,2,-1.3885452686148958,30.49
203,677,3,0.3413689640491041,-0.9151940597696736,0.4668744431382579,1,0.7296984341642713,36.23
204,781,0,-0.7186364061668598,0.0375302818421611,0.6758548757173949,0,-0.5252479171702497,20.8
205,656,1,0.6678450610356723,-1.373913187212409,-0.8362140713648932,2,-1.7029775029847425,69.26
206,673,0,1.2360523957910186,-0.4070744109100284,-1.6813980923220684,2,-0.3242060682036882,143.02
207,745,0,0.9595896583428184,-0.0471563263011127,0.7968435472105794,1,-0.9106360982341768,42.39
208,895,0,-1.5855346381652364,0.5244782786659878,0.1444309502114452,2,1.1206517875179307,6.74
209,127,1,-0.0691573621616656,1.5548320110758242,1.1881753267770525,1,-0.5537694251551248,23.22
210,719,3,-1.3611691502361694,0.3409906276888939,1.136653835088567,1,1.1512602351114554,7.35
211,655,1,-0.8895153845896167,0.8349958418579936,1.2130677328737358,1,-1.7252381921436697,14.92
212,439,2,1.6708907717773842,0.0163586298063427,-0.0309736787954206,3,-0.6567251125151635,67.71
213,897,1,-1.231967971428719,0.4609633225585323,-0.5571875658160177,2,-0.8883754090752497,16.69
214,430,1,-0.0066406627387055,-1.4868286647367746,1.0330319585465568,1,-0.914809977451476,26.06
215,739,1,0.4038856634720642,-0.851679103662218,-0.1484889912983703,0,-1.4901096629025012,47.3
216,605,1,0.693546370798445,-0.4847038017080297,-1.0787703075163018,3,-1.0761999738536985,77.85
217,447,3,0.2024429653314156,-0.0965568477180229,1.2535902544264774,3,0.2051809458570494,29.35
218,572,2,-1.688339877216326,-1.5785724902253218,1.3491076266579392,2,-0.713768128484915,1.43
219,330,3,-0.5991600472696474,-1.2468832749974976,-0.0963886064448459,1,-0.2755108106685348,23.23
220,289,3,0.0586545566586078,-0.7740497128642166,-1.453314185296639,2,-0.4167270575204793,75.53
221,324,1,-1.4195180696975984,1.6254041845285532,-0.3690472871782904,3,1.3196066968758426,8.82
222,484,0,-0.5158044480390344,-0.5905620618871226,1.0747122664293765,1,1.4211710911634483,21.55
223,476,0,-1.6077627979600666,-0.0683279783369315,1.4162592338024818,0,-0.012556419978707,6.92
224,382,3,-1.451471049402667,-1.056338406675131,-1.0093031277116025,1,-0.578812700458918,10.14
225,732,3,-0.356734179507281,0.376276714415258,-1.4834166298786753,3,-1.355849881412721,57.25
226,727,1,-1.2653102111209642,-0.7599352781736709,1.331161938541725,0,1.588821906391619,9.8
227,844,3,0.2295335350813649,-1.0210523199487664,-0.3638372486929381,1,-1.51793552435116,48.78
228,358,1,0.6490900512087846,0.0516447165327069,0.165849997317894,0,-0.6922030858622041,48.55
229,458,0,1.0311365476824284,-1.712659619785506,1.6460798203230285,0,-0.6908117927897705,36.78
230,809,0,-1.0333037932624245,-1.705602402440233,-1.485153309373793,3,-0.6128993807335259,32.9
231,555,2,-1.145833852223752,-0.9787090158771292,0.5357627297779178,0,-1.1561993255185927,10.63
232,510,0,-1.361863780229758,-1.6068013596064132,-1.4585242237819915,2,0.996826704071398,20.37
233,748,3,0.4664023628950239,-1.359798752521863,-0.4118853813911884,3,-1.3015894515878363,54.98
234,417,0,0.7074389706702136,-0.5623331925060311,1.0758700527594554,2,0.48135262073499,35.48
235,776,1,-1.6133198379087743,1.0396551448709064,-0.2104305599575605,0,-1.296719925834321,4.48
236,324,0,1.4972332733802736,0.2421895848550739,1.7473861242048816,2,-1.4817619044679031,39.62
237,918,2,-1.5431622085563417,0.0375302818421611,0.2254759933169276,1,1.435779668423994,5.18
238,333,0,0.1392316359148672,-0.7175919741020338,-0.6006045531939548,0,-1.0657652758104512,50.41
239,783,1,0.7164691605868635,1.4913170549683683,-0.9514138112076864,1,1.1289995459525286,73.36
240,763,1,1.2728677854512065,-0.3576738894931185,-0.4987193561470625,2,0.1669203863651434,71.3
241,926,3,0.7338349104265746,-1.430370925974592,-0.4223054583618932,1,-1.45671862916411,58.15
242,473,0,1.0353043276439586,0.3974483664510768,-1.4776276982282837,0,1.5957783717537832,115.99
243,771,1,-0.5547037276799871,-1.3386271004860446,-0.4327255353325981,1,-0.868201659524972,30.5
244,707,2,1.079760647233619,-0.5411615404702125,-0.1039142175903547,2,1.262563680906092,58.97
245,571,3,-1.4459140094539595,0.0234158471516154,0.7939490813853837,2,-1.140199455185614,5.54
246,332,2,1.3548341246946425,1.2866577519554558,0.564707388029876,2,1.243085577892031,55.2
247,791,0,0.1614597957096974,-0.0259846742652943,0.7459009486871334,0,-1.681412460362032,33.54
248,212,0,1.0887908371502688,0.6938514949525365,-1.68718702397246,2,0.0528343544256414,134.61
249,929,0,-0.1664055612640475,1.6959763579812814,-0.9600972086832738,0,0.9488270930724614,46.51
250,596,3,0.4914090426642079,-1.282169361723862,0.582074182981051,1,1.5241267785234862,36.42
251,541,1,0.0885236463829109,-0.7811069302094895,-0.0350259309506947,2,1.4350840218877772,36.71
252,663,3,0.7935730898751806,-0.3717883241836642,-1.6976071009431648,1,1.123434373662797,123.34
253,367,2,-1.4410515994988404,-0.2729872813498442,1.0781856254196116,3,1.3620411355850477,9.08
254,609,3,-1.5139877488256268,-0.3153305854214814,0.9681959240621716,1,-1.0344611816807097,5.99
255,906,2,-0.8721496347499056,1.4066304468250943,0.1890057239194603,3,-0.738811403788708,20.25
256,485,3,-1.1729244219737014,0.7361947990241736,-1.485153309373793,1,-0.722115886919512,25.57
257,486,1,1.2756463054255598,0.3692194970699853,0.9461979837906828,0,-0.4160314109842635,47.64
258,212,2,-0.9680085738651109,-0.6611342353398509,0.3111521817427237,1,-0.358988395014512,17.41
259,712,0,1.6340753821171967,1.1172845356689074,1.0000350481393252,0,0.1669203863651434,49.5
260,724,0,-0.5630392876030484,1.5689464457663702,0.8946764921021974,0,-1.1715035493153552,19.4
261,180,3,-1.0958204926853845,1.103170100978362,1.0729755869342597,2,0.6768292974118197,12.49
262,798,0,0.9936265280286524,-1.7267740544760517,0.083068274717294,0,-1.1443733344029126,52.02
263,212,2,0.5435062921833411,0.4680205399038053,-1.2287036372614444,3,-0.6476817075443496,79.48
264,101,0,-0.0087245527194709,-1.557400838189503,0.6150710933882831,2,0.0236171999045494,30.5
265,741,1,0.1878557354660582,-0.8446218863169451,0.4390875712163779,2,1.0427393754616852,37.59
266,319,1,0.7512006602662856,-1.5291719688084116,0.8622584748600051,1,0.84448011263999,39.66
267,665,3,-0.9360555941600422,0.3551050623794396,-1.126239547049513,0,0.5182218871544633,30.16
268,954,2,1.7042330114696294,0.6373937561903537,-1.0388266791285998,0,-1.185416480039685,106.93
269,835,1,1.629907602155666,-1.3386271004860446,1.3763156054147798,3,0.1752681447997405,48.25
270,324,1,0.5143318324526264,-0.4070744109100284,0.8888875604518062,1,-1.4233275954257194,36.51
271,484,2,-1.0353876832431896,-0.1530145864802058,1.4382571740739696,1,-0.4146401179118298,13.72
272,502,0,0.6171370715037162,-0.4564749323269383,0.9189900050338422,2,-0.2887280948566476,36.82
273,737,0,-1.4736992091974972,-1.3174554484502263,0.3580425281108954,2,-1.5888914710452402,7.88
274,229,3,-1.616098357883128,-0.28710171604039,0.5560239905542886,2,-0.7742893771357476,5.42
275,152,0,-0.8353342450897181,0.8632247112390847,1.3722633532595052,3,1.59647401829,14.14
276,783,2,-0.130979431591037,-1.4868286647367746,0.2943642799565876,3,1.5895175529278356,29.23
277,829,1,1.2638375955345562,-1.4585997953556833,0.4801889859341584,2,-0.5015959349388892,50.5
278,771,0,0.778291230016235,-0.5058754537438482,-1.1725510002526458,1,-1.5770654799295607,82.86
279,809,3,0.8317777395225449,1.51954592434946,-0.0697595208530445,3,-1.104721481838573,55.65
280,515,0,-0.2587913504113106,0.5809360174281708,0.7719511411138954,1,-0.363162274231811,24.0
281,346,2,-0.5324755678851569,0.6162221041545352,-0.7748513958707425,1,1.5693438033775575,33.45
